#	First Name	Last Name	Gender	Race	Nationality	Religion	Class	Looks	Role	Context	Source		
271	Mrojar	 [3 line]	m	human	Cushite	Jewish	Sorcerer: 3		"Hotel owner in Alcalaz, demon cultist, must close his hotel because of the Grand Castle"	Adventuring		1	
272	Milly	Biola [3 line]	f	human	Catai	Lutheran	Bard: 9		"Brother of Wi-Lian, soldier, has saved the life of Arius Santorra. "	Nobility		1	
273	Rasheeq	Azad [3 line]	m	human	Monster	Voudoun	Fighter: 6		"Giant, disfigured man, angry and violent. Of unkown origin. Burnt by alchemical mishap. Has a magic back that shrinks anything coming into it."	The East		1	
274	Ventreb	 [3 line]	m	human	Thulian	Voudoun	Monk: 1	"Bent woman  both fat and muscular and tall, but somehow curled into herself. Her creased face look old, but her eyes are young. She wears a threadbare white headscarf, and a leather and linen shapeless dress full of pockets, and carries a massive leather bag."	"Grendel's mother, even more dangerous than her deranged son. Alchemist. Sells the gunpowder of Anin Bimpo."	The West		1	
275	Jerenden	Icosta [3 line]	m	kobold	Akkadian	Messopotamian	Ranger:2/Psion(telepath):2		"God of thunder and violence, god of weather, rain. Follows Kama Umbanye to deliver vengeance."	The North		1	
276	Trevorr	of Scant [3 line]	m	double kobold	Akkadian	Messopotamian	Bard: 4		"Sky father, king of heavens, father of the gods. Friend of Patriarch Phyesteto Orcyra."	The South	Red box	1	
277	Pusram	the Cloaked [3 line]	m	werechicken	Akkadian	Messopotamian	Aristocrat: 2 / Monk: 6		"Earth mother, goddess of earth, natural harmony. Lover of Lavoi Striansky."	The Metropolin	Green box	1	
278	Mallaiah	Blackbane [3 line]	f	fish	Akkadian	Messopotamian	Rogue: 1 / Swashbuckler: 1 / Sorcerer: 2		"God of wisdom, the goatfish, god of freshwater"	Key Plot	Blue Box	1	
279	Mul	Surme [3 line]	m	human	Akkadian	Messopotamian	Cleric		"God of air, wind, mist, law. "	Subplot		1	
280	Bru	Mimaspet [3 line]	m	human	Akkadian	Messopotamian	Bard: 4		Goddess of death and doom. Of mediums.	Adventuring	Page 32	1	
281	Fal	Ganorharg [3 line]	m	half dwarf	Akkadian	Messopotamian	Divine Mind: 5		"Goddess of passion, love and war. "	Nobility		1	
282	Babtolio	Brandagamba [3 line]	m	human	Akkadian	Messopotamian	Cleric:8	"A tall young muscular man with a long curly black beard, wears a torquize robe and a decorated band holding up his hair. "	God of good and justice.	The East		1	
283	Dr. Selgur	Sibbles [3 line]	m	half kobold	Akkadian	Messopotamian	Cleric: 5 / Sovereign Speaker: 4		"God of unnatural death, plagues, disasters and war."	The West		1	
284	Saleem	Halabi [3 line]	m	centaur	Akkadian	Messopotamian	Rogue: 4 / Psion (seer): 4		"God of agricultural growth and youthful vigor, messenger of the god, athletics."	The North		1	
285	Enkhmet	of the Blacktalons [3 line]	f	chocolate golem	Akkadian	Messopotamian	Rogue		Sun god. Judge. Husband of Aya.	The South		1	
286	Esresha	Goldenbough [3 line]	f	plastic dragon	Akkadian	Messopotamian	Bard: 5 / Evangelist: 3		"Goddess of dawn, wife of Shamash."	The Metropolin		1	
287	Limmy	Gladeskipper [3 line]	f	human	Akkadian	Messopotamian	Psion (nomad): 16		"God of the moon, god of time. Of fertility. Lost a bet to Dostoy Srotivov."	Key Plot		1	
288	Gilslyer	 [3 line]	f	human	Atlantian	Agnostic	Expert		"Onlooker, lives nearby, finds fights exciting, works as a cotton weaver. Admires Captain Hatib Abdel Salman. Lasym Cafeld courts her."	Subplot		1	
289	Bafmus	 [3 line]	m	human	Lemurian	Hindu	Druid: 9		Sorceress	Adventuring		1	
290	Merse	Montpe [3 line]	f	human	Themiscyran	Hindu	Lurk: 6	"Scarred and sunburnt woman with short rown hair and an apple nose, wearing tight-fitting leather armor, a cutlass and a light crossbow."	"Ship captain of the Patee, a chola ship, contact of Sanka Taipal"	Nobility		1	
291	Mileena	 [3 line]	f	human	Bhoot	Hindu	Ranger: 4 / Extreme Explorer: 5		"Spirit, contact of Sanka Taipal"	The East	Page 44	1	
292	Lucia	Taguela  [3 line]	f	kobold	Catai	Catholic	Wizard: 7 / Void Disciple: 3	"Young man with grayish skin, mushroom haircut, wearing brown robes and a golden cross on his neck. A scourge hangs from his belt."	"Inquisitor, contact of Sanka Taipal"	The West		1	
293	Adwen	Gorstin [3 line]	f	double kobold	Nithian	Egyptian	Barbarian: 1 / Fighter: 3		"Former husband of Estra, left after their baby died."	The North		1	
294	Sonya	Shiela [3 line]	f	werechicken	Lemurian	Muslim (Sufi)	Ranger: 3 / Scout: 3 / Fighter: 2		Taught Estra about healing	The South		1	
295	Yeremi	of Korn [3 line]	m	fish	Thulian	Jewish	Artificer: 8	"Pale, fur-lined black leather garb with gown, girlde, knee-length waistcoat, claf-length pants, long sleeves, high leather boots, a cloth skull cap and feathered fingerless gloves."	Apothecary apprentice to Sapine Zibs. Obsessed with garlic. Sneezes in sunlight	The Metropolin		1	
296	Alacose	Newsman [3 line]	m	human	Themiscyran	Orthodox Christian	Artificer: 4	"Nods often, hemp dark green clergy style garb with undergarments, cloth belt, calf-length jacket, long stockings, elbow-length sleeves, long pointed shoes, hat and small pouch."	"Coward, poet, envious of templar brother Riffin Elmor, wants to be a hero, religious"	Key Plot		1	
297	Skorri	Wayfinder [3 line]	m	human	Klallam	Catholic	Ranger: 5 / Horizon Walker: 5	"Wears threadbare dark yellow habit, a metal ring belt, a waist-length coat, puffy slevves, sandals and a coif"	"Nun, replaced by a Trickster spirit which took her place in her family home, while she is cursed not to leave the monastery. Tried a ritual to kill the Trickster and instead made her father very sick, but injured the Trickster."	Subplot		1	
298	Sasha	Redreaver [3 line]	f	half dwarf	Avalonian	Atheist	Artificer: 2	"Tough-looking man with brown beard, beaded green-red middle class dinner clothes with low-necked tunic, heavy leather belt, long stockings, long sleeves, elegant bookts, a leather skull cap and a medicine bag necklace."	"Blacksmith, Follows his brother Hermon around to destroy Hermon's deeds. Tries to bring Yazzaldak to the world."	Adventuring		1	
299	Pres	 [3 line]	f	human	Averoignian	Lutheran	Ranger: 2	"Twisted face, hairy neck, wears loose white garb with a high-collared shirt, a girdle, a waist-length jacket, pants, bracers, scaled boots, a coinf and leather gauntlets."	"Accused of eavesdropping, scared, needs a place to hide. Tried to be a bodyguard to Rebecca Lovce instead of laying low"	Nobility		1	
300	Tatyana	Sentolov	f	half kobold	Paititi	Hindu	Fighter: 1	"Greasy, wears tight dark yellow rural clothing, a beaded belt, an ankle-length jacket with puffy sleeves, knee-length trousers, high-heeled boots, a small hat with a feather and a codpiece. "	"Mason, built every house in town, brews his own alcohol and offers free drinks. Fired by the new boss of the masons guild who is an alcoholic trying to recover."	The East		1	
301	Pendo	 [3 line]	m	centaur	Lemurian	Bushido	Arisocrat: 8	This dark-haired woman could be mistaken for a man. She wears a travel-stained jerster's motley and garish makeup.	"Her parents were killed by a burgler, she joined the Judge of Blades vigilante group. Pretends to be a fool, a jongleur and storyteller. At night she uses her blades to cut down criminals."	The West		1	
302	Lefmich	Sigmarson [3 line]	m	chocolate golem	Catai	Buddhist	Aristocrat: 4	"Stooped, slow-moving, wearing a torn and bloody white noble's garb with high-collared tunic, a coin and beaded belt with fringes, an ankle-length jacket, knee-length trousers, short sleeves, leather shoes, a hat and a cane."	"Loves numerology, former slave, rizen in an advisor's court, divined a rebellion and tries to warn the lord, but the rebels injured her."	The North		1	
303	Quedre	 [3 line]	m	plastic dragon	Avalonian	Orthodox Christian	Magewright	"Cinammon-smelling, wears velvet red corset with a black tulle train, a high-waisted borelo jacket, knee-high boots, a cocked hat, filegree tattoos in Greek letters flow along her limbs."	"Scrivner, perfumer guild apprentice, learned the secrets of the guild, her lover the calligrapher was killed by the guildmaster due to jealousy, she poisoned his poison, stole the secrets and escaped. Tries to flee. Persued by Malia Neggrove."	The South	Red box	1	
304	Kamo	Shakitodo [3 line]	m	human	Cushite	Lutheran	Ranger: 2 / Fighter: 2	"Rumpled and untucked black woman. Wears a threadbare black woolen shirt, heavy leather belt, brown doveskin breeches, rolled-up sleeves, heavy steel-toe-capped boots and a pipe."	"Her older sister was kidnapped by a lord, found dead and naked the next day, she is a wood seller, furius. Holds unto her sister's engagement ring."	The Metropolin		1	
305	Marlef	 [3 line]	f	human	Mezzoramian	Muslim (Shi'a)		"Big black man in a well-fitted lower class clothes with a tunic, leather belt and ankle-length jacket, leather pants and boots. Has a small girl's doll."	"Cattle rustler. Lost his wife and daughter to disease five years ago, became violent and a criminal. Drunk often. Loves to read but frustrated by uneducated criminals."	Key Plot		1	
306	Ikray	 [3 line]	f	human	Laestygian	The Master	Expert: 5 / Dragonmark Heir: 3	"Unkempt black man in richly embroidered orange craftsman's garb torn in many places, an intricate leather belt that holds many tools, long robes, knee-length trousers und sandals."	"Beggar, cannibal, insane, kicked out of nobleman's manor."	Subplot		1	
307	Eg	 [3 line]	m	human	Agarthan	Muslim (Shi'a)	Rogue: 1 / Ranger: 5 / Consecrated Harrier: 3	"Dirt-covered shepherd wears plain garb, mended and stictched together with an unskilled hand. Sports a gleaming wedding ring."	"Shepherd, listens to the skull of his wife Miranda which he killed believing her a vampire. The skull tells him how to revive his wife."	Adventuring		1	
308	Risfar	Misticado [3 line]	f	human	Scholomancian	Egyptian	Sorcerer: 6	Tall red-haired rangy and thin. Scar cuts across left eye. Simple peasant garb with the mark of the stable on the front.	"Stable boy, spy for the thieves guild, bastard born and expelled from home with his mother as a baby."	Nobility		1	
309	Silus	 [3 line]	m	kobold	Cushite	Rat	Monk	"Wears dirty and smelly white rural clothes with shirt, a metal ring belt, a waist-length cloack, calf-length pants, elbow-length sleeves, bloody bandages wrapped around her feet, brimmed hat and a wedding ring. Pet rat."	Broom maker. Never makes eye contact. Found a strange book and tried to copy glyphs from it. Her husband disappeared and a rat appeared in his stead. Paranoid.	The East		1	
310	Tadeus	Zek [3 line]	m	double kobold	Thulian	Orthodox Christian	Ranger: 6	"Wears a ripped black clergy style garb with arnache, a leather belt, knee-length jacket, knee-length trousers, cuffed sleaves, bare feet, brimmed hat and an earring."	"Disgraced priest, sick and getting sicker. His friend is in prison for murdering a clerk but Mrojar believes him to be innocent. "	The West		1	
311	Hezdin	 [3 line]	m	werechicken	Kuzari	Cynic	Cleric: 7 / Thaumaturgist: 4	"Cambric of tan and grey wit collared shirt, a leather belt with buckle, a waist-length cloak, calf-length pants, elbow-length sleeves, curly toe shoes, a mask and a jewellledb brooch."	Old healer from a destroyed village tried to trade with nomads but attracted marauders who ransacked the village. Seeks vengeance against the marauders and plans to poison their well with a complicated device. Mother of Nkafia Biola.	The North		1	
312	Weslin	 [3 line]	m	fish	Thuvar	Catholic	Ranger: 1 / Rogue: 1 / Duskblade: 3 / Impure Prince: 2	"Tankard-shaped birthmark on cheek, wears loose white rural clothing with shirt, metal ring belt, calf-length waistcoat, pants, puffy sleeves, high-heeled shoes, turban and a beaded chain."	"Pawnbroker, compassionate, warned a politician about assassination and his friend disappeared. Kidnapped?"	The South		1	
313	Zellal	 [3 line]	f	human	Patagonian	Catholic	Rogue: 3 / Illusionist: 5 / Arcane Trickster: 6	"Wears rust-colored military dress heavily stained by tanning dye with a high-collared tunic, sash of braided leather rope with filegreed silver endcaps, waistcoat, patns, arm bands, high-heeled boots, turban."	Leather armorer worked for a noble's troops but wants to be a free merchant. His mother Dolores is sick and he paid much to healers to help her. Was hit by a charlatan healer.	The Metropolin		1	
314	Emil	Jouet [3 line]	m	human	Tartary	Muslim (Sufi)	Psion (nomad): 2	"Wears a chaotic mix of styles, balding squinting large eared man."	"Catrographer, mimic, explorer, found a treasure map to the Cavern of Golden Dreams. Looks for a small band to help him discover it."	Key Plot		1	
315	Swebri	Bardison [3 line]	m	half dwarf	Avalonian	Lutheran	Wizard (illusionist): 6	"No teeth, wears striped black-blue clergy style garb with collared shirt, a leather belt, a waist-length jacket, long stockings, puffy sleeves, sandals, a leather skull cap and a leaky waterskin."	"Bailiff, lost his teeth in a figh twith the blacksmith. Served to feed information to the thieves guild for his lord, but when a merchant found his home being burgled and captured a thief, Trevorr fled for his life."	Subplot		1	
316	Sealo	Recryam [3 line]	m	human	Thuvar	Bushido	Bard: 5	"Thin-necked man with a dark red tunic, a cloth belt, a calf-length wool cloak, pants, long sleeves, buckled boots and a small felt hat."	"Firewood seller. Came back from the war where his lover died, in debt to the moneylender. Bitter and angry. Swrodsmanship student of Claudette Sovrieu."	Adventuring		1	
317	Fara	Wea [3 line]	f	half kobold	Mezzoramian	Buddhist	Psychic Warrior	"Wears chainmail over her blood red-blue middle class dinner clothes with high-collared shirt, a sash, a waist-length jacket, calf-length green pants, cufed sleeves, high ankle boots and a thumb ring."	"Escaped guard, accepted a bribe to allow a foreign army to kidnap her employer's daughter and force him to open his walls. "	Nobility		1	
318	Auliana	Tesfaye [3 line]	f	centaur	Hawaiki	Lutheran	Cleric: 3 / Wizard (diviner): 3 / Mystic Theurge: 6	"Wears hemp green-red high-collared tunic, an intricate leather belt, a waist-length cloak, knee-length trousers, cuffed sleeves, sandals and a a beaded chain."	"Makes gestures in conversation as if casting a spell, has gambling problem, pilgrim."	The East		1	
319	Irribes	Sallene [3 line]	f	chocolate golem	Nithian	Catholic	Rogue	"Hairy ears, wears a satin blue dressing gown with low-necked tunic, a leather girdle, a knee-length jacket, long stockings, short sleeves, equestrian boots, a hood and a leather apron."	"Doctor. Against magic healing. Uses dangerous experimental treatments without patient's knowledge. While working for a lord, he treated a prisoner in an iron mask and is now obsessed about finding the man's identity."	The West		1	
320	Hym	Yu [3 line]	m	plastic dragon	Kuzari	Voudoun		"Wears wool tan and grey rural clothing with a collared shirt, a cloth belt, a knee-length cloak, long stockings, bracers, sandals, a ring on every toe. Has a shaved head and is covered in tattoos of intricate geometry."	"Tinsmith, tired, designs tin cups, guesses people's emotions and intentions wrong."	The North	Blue Box	1	
321	Engthorn	Grenorin [3 line]	m	human	Aztlan	Hindu	Swashbuckler: 5/Rogue: 4	"Short man with mutton chops, wears a flamboyant cloak with a neat waistcoat of dark golden threat, a bandoleer across the chest, a simple cap on his head."	"Pack and pouch maker. Talkative, greedy. Stole a saphire from the thieves guild, which was forgotten in a pocket."	The South		1	
322	Dahl	Nicdor [3 line]	m	human	Hawaiki	Catholic		"Groomed hair and beard, the man wears ropes as clothes. A noose around his neck, one black boot and one white."	"Doctor, highly respected until he botched an experimental surgery on a rich man and was condemed to death, but somehow escaped and awoke naked except for the noose. Hears voices telling him how to heal. Former student of Anish Vaipur and fellow student with Estra. Good friend of Piersym Cuford."	The Metropolin	Page 32	1	
323	Lusa	 [3 line]	f	human	Iramian	Lutheran	Beguiler	"Sapphire blue eyes, wears impeccable dark green noble's garb with gown, a cloth belt, ankle-length jacket, pants, short sleeves, high ankle shoes, a cloth skull cup and a horn flask. "	"Importer, sadistic, Order of the Lorekeepers."	Key Plot		1	
324	Rag	Rinlap [3 line]	m	human	Thinisian	Muslim (Sunni)	Artificer: 2	"One eye green, one blue, wears a torn white gown, a rope belt, a maroon, calf-length jacket, knee-length leggings, bronze arm bands, low ankle shoes, a flat round cap and glasses."	"Peddler of coarse rugs, blunt and tactless, kidnapped by bandits as a child, a bandit fell in love with her, looks for a place in the world."	Subplot		1	
325	Rostam	Tagg [3 line]	m	human	Scholomancian	Musim (Sufi)	Aristocrat:4/Dragonmark heir:2	"Redhead with short hair. Wears woolen purple garb with low-necked shirt, a rope belt, a cloak, calf-length pants, bracers, a cloth skull cap and a sash of braided rope. Totes a lute."	Fugitive lute maker. Quiet but speaks with profanity. Was able to heal the Kneeling Plague with her touch. Driven out of town by a mob. Natural talent for thaumaturgy and is now seeking education in it.	Adventuring		1	
326	Sherrick	Wiggins [3 line]	m	kobold	Agarthan	Jewish	Rogue: 3	"Hemp gold-red leather garb with shirt, a cloth belt, knee-length cloak, pants, elbow-length sleeves, fishskin shoes, coif and a wicker basket"	"Chummy mushroom seller, immitates demeanor of others. Sells healing mushrooms. Ailing father, absent mother that she believes is an angel."	Nobility		1	
327	Edgar	Thatcher [3 line]	m	double kobold	Zerzuran	Voudoun	Fighter:2/Psychic Warrior:6/Dragonmarked Heir:2	"Tan and rust and gray torn garb with a collared shirt, a leather girdle, leather waistcoat, knee-length trousers, laceless shoes and a brimmed hat."	"Aggressive gravedigger, tricked by the necromancer Abodeen to dig up graves, in exchange for Abodeen finding her brother. Abodeen is turning Gilslyer into a zombie."	The East		1	
328	Anelisa	 [3 line]	f	werechicken	Atlantian	Catholic	Artificer	"Wears muddy green-brown garb, long pointed shoes and covered in intricate tattoos."	"Timid toy maker. Very lucky, uses his mother's mirror to turn tattoos into toy blueprints. His friend Abeth was lost in the forest collecting herbs, and Bafmus is afraid to go find her."	The West		1	
329	Morrik	 [3 line]	m	fish	Averoignian	Muslim (Shi'a)	Rogue: 5 / Assassin: 6	"Emerald green eyes, wears beaded red dress with gown, a leather girdle, long stockings, elbow-length sleeves, fishskin shoes, a red featherred bycocket hat and a brooch."	"Foolhardy librarian, daughter of a wealthy merchant, her older brother tries to marry her off and her older sister is sick (heartbroken). Interested in ancient manuscripts."	The North		1	
330	Ralt Alful	 [3 line]		human	Patagonian	Lutheran	Commoner: 1	"Strong-looking woman wears wool black crafstwoman garb, beaded belt with fringes, puffy sleeves, high-ankle boots, a brimless hat and a chain and locket."	"Dullard alchemist. Has a dangerous book on the demon ""Revanant,"" her ""friend"" gave her a locket with a piece of the demon, which tries to find her to get the book."	The South		1	
331	Sapine	Zibs	f	human	Patagonian	Catholic	Bard: 7	"Wears richly embroidered green-red noble garb with knee-length waistcoat, rolled-up sleeves, a flat round felt cap and a thumb ring."	Sharp-tongued poet. Older sister of Estel Taguala and aunt of Quetzi. Wife of Rafael Taguela. Wants to use magic but fell victim to a charlatan. Envies her younger sister.	The Metropolin		1	
332	Riffin	Elmor	m	half dwarf	Cushite	Egyptian	Psychic warrior: 8	"Tall and thin black woman. Wears tight green-brown garb with low neck tunic, cloth blet, cuffed sleeves, a leather cap and a religious symbol of Osiris. Holds a knife."	"Aggressive basketweaver, preacher, shifs her knife from hand to hand. Hedonist, responds to loud stimuli with mania. Illusionist. Wants others to kill Muta Bino."	Key Plot		1	
333	Hermon	of Norringdale	m	human	Scholomancian	Catholic	Artificer: 3 / Wizard (transmuter): 3	"Tender lady in green velvet clothing including a doublet, long robes, arm bands, a flat round cap and a brooch. "	Locksmith. Tired. Has an affair with Arius Santorra thanks to her keyes. Thinks of running away with him.	Subplot	Page 44	1	
334	Yazzaldak		f	half kobold	Thulian	Jewish	Rogue: 2 / Cleric: 3 / Black Flame Zealot: 7	"Guard in dark yellow leather armor, intricate leather belt, puffy sleeves, curly toe boots, armed with a musket."	"Guardsman, ""The Watcher"" breathy voice, loves philosophy, at night he puts a mask and pretends to be a superhero. Rival guard is Kanara. "	Adventuring		1	
335	Artes 	Mantea	m	centaur	Atlantian	Cynic	Cleric: 5 / Sovereign Speaker: 7	"Woolen black-green merchant's garb, high-heeled boots and a leather collar. Carries a bronze-toped club and a lantern. "	"Constable, loves to party, smiles, hates outside investigators."	Nobility		1	
336	Javier		m	chocolate golem	Thulian	Nord	Duskblade: 7	"Muscular, unkempt blonde bear and hair, fur-lined weather stained clothes."	"Guide, indentured servant, owns a magic swrod that points destinations to him, which he took from a skeletal warrior. "	The East		1	
337	Dolores		f	plastic dragon	Scholomancian	Buddhist	Rogue: 7 / elemental scion: 3	"Redhead curly hair, striped tan and gray clothes with high-collared shirt, knee-length red leggings, fishskin boots and a silver chain."	"Ships supplier, information broker, indentured servant broker, too quiet voice, vigilante tries to expose criminals, streetwise, father died in gang crossfire, works on the docks. Desperate to save a source in a criminal lord's court."	The West		1	
338	Raul		m	human	Laestygian	Catholic	Rogue: 6 / Extreme Explorer: 2	"Black woman with a tangled mass of uncombed hair, wearing threadbare tan and gray rural clothings and low ankle shoes. "	"Auctioneer, obsessed about finding Ativan Amreshwam, her fiance, at all costs. Violent and dangerous."	The North		1	
339	Pablo		m	human	Scholomancian	Atheist	Paladin: 8	"The short-haired woman with a tiny nose and almond-shaped blue eyes wears orange and yellow-striped jerkin, with a rapier around her belt and a blunderbuss, as well as a teal cape and high cavalry boots. "	"Explorer, double agent of Kamkam and Andrea houses, disregards mysticism"	The South		1	
340	Xavier	Celida	m	human	Averoignian	Catholic		"Balding man wears richly embroidederd black tunic, a cloth belt and a small bycocket."	"Pawnbroker, spits when he talks, hides his past with conflicting answers, pawned a duelling pistols set and obssesses about stealing it."	The Metropolin		1	
341	William	Tell	m	human	Thulian	Muslim (Sunni)	Barbarian:7	Small blond man covered in tattoos wears blue clergy garb and a hood. 	"Retired assassin, after killing a noble had to escape, can't go back to Aztlanochitlan"	Key Plot		1	
342	Rawyia	Ateya	f	human	Aztlan	Muslim (Sunni)	Druid	"Portruding-face, wears green-red clothes including a shirt, a leather girdle, a waistcoat and a broad-trimmed hat with a long green feather. "	"Gambler, tactless, was denied his share of the inheritance because of gambling losses, builds ships in bottles for display. "	Subplot		1	
343	Hone	Lotulelei	f	kobold	Nipponese	Jewish	Barbarian: 7	"This stooped man wears loose purple commoner's garb, his face is covered by a nasty rash. He has jade arm bands and a purple cloth skullcap."	"Curator, jolly, loves children, addicted to mushrooms. Wants to find an inventor."	Adventuring		1	
344	Gaha	[3 line]	f	double kobold	Mezzoramian	Atheist	Sorcerer: 10	"This sweaty black woman wears loose tan and grey lower-class clothes, laced shoes and a silver nose ring."	"Enternainer, born poor, weak and unathletic. Writes sonnets and songs to survive. "	Nobility		1	
345	Hordi	Orfarson	m	werechicken	Laestygian	Lutheran	Bard: 3 / Rogue: 2	"Miserable-looking woman wearing filthy rags, ruined fingers, her face concealed by an iron mask, her feet bare."	"Prisoner. Pet mouse. Memory trouble. Was imprisoned for a dark secret she cannot yet remember, accused of a crime she didn't commit but believes she had. Owns a broken compass."	The East	Red box	1	
346	Einir	Olafson	m	fish	Scholomancian	Buddhist	Rogue: 1	"Medium-sized man with light brown hair, goatee, wears hemp clothes including a red dressing gown, a ring belt, tall boots and a red cap."	"Snake oil salesman. Skeptical. Repeats ""umm"" noise. Poor salesman. Loyal to his mother and homeland. Wants to become a scholar like his mother wishes, but has poor reading skills."	The West	Green box	1	
347	Tigra	Solisoli	f	human	Patagonian	Atheist	Wizard (diviner): 5 / Artificer: 2	This sunburnt pretty woman has black hair and a pug nose. Michevieous violet eyes. Wears fur-lined sage's garb and carries a large quiver of scrolls. 	"Professor. Manipulative, flirty. Has a stable of courtesans. "	The North	Blue Box	1	
348	Nasruddin		m	human	Helikite	Muslim (Shi'a)	Spellthief: 2	"This man has receding black hair, wears hemp black and green laborer's clothes. Worker's boots, a leather sash and a thumb ring. "	"Undercover agent, former sergeant. Speaks deliberatel and slowly. Fell in love with Dana the drug dealer, she died in a fire and he has burn marks on his arms. Contemplates going after his brother Tobias who has disappeared on an exploratory expedition."	The South		1	
349	Joha		m	half dwarf	Atlantian	Lutheran	Wizard: 7 / Primal Scholar: 3	"The man wears muddy black official clothes, a collared shirt, high-ankel boots and a pilgrim's hat. He has sunken cheeks, violet eyes and golden hair."	"Tax collector. Despicable, slimy. Insatiable desire for carnal pleasures. Stinks. Used to be a thug but was appointed tax-collector when the thugs took over. "	The Metropolin	Page 32	1	
350	Hershel		m	human	Achaemenid	Voudoun	Rogue	"Young man wringing his hands. He has tan skin, brown hair and eyes. Wears muddy plush red clothes with a mid-length orange cloak and leather gloves."	"Thief. Pretends to be a Houngan. Introduces himself to travellers and recommends places in town, then picks their pockets. Orphan, member of thieves guild.  "	Key Plot		1	
351	Fujiko		f	half kobold	Avalonian		Druid: 5 / Planar Shepherd: 10	"Nervous-looking young man wearing feathered black-green garb with a leather belt, calf-length leather pants, a leather cap and a tie."	Artist. Tired. Discovered his future is to die horribly and soon. Steals from other artists. 	Subplot		1	
352	Amatzitl	Henala	f	centaur	Agarthan	Jewish	Paladin: 4	"Pale tall woman with blond hair, violet eyes, wearing bright clothes, a rope belt, a cape and curly toe slippers. She has a leather skull cap."	"Barkeep. Knows how to read, comes from a village in Nosferatu Island where reading is forbidden. Martial artist. Learned that she is from Agartha, and being followed by Cooper's Guild. Was taught by Emil Jouet. "	Adventuring		1	
353	Ennel	Bermoor	f	chocolate golem	Averoignian	Lutheran	Rogue: 4	"Cheerful looking middle aged white man with extremely wide eyes, wears fur-lined red clothes including puffy sleeves and a turtle shell hair clip."	"Toy maker, secretly teaches Nosferatu Island peasants to read. Talks about his past. Pleased. Taught Zellal. "	Nobility		1	
354	Juan	se Valisinia	m	plastic dragon	Thulian	Nord	Rogue: 2 / Fighter: 1	Short-cropped clean shaven young man with pale pinkish skin and sky-blue eyes. Wears beaded black-red evening gown with a fur collar. Smells of garlic.	"Gigolo. Tries to prove himself, criminal. Indebted. Hates violence and therefore shunned by family of raiders. The rich widow Estel Matiago took him under, but he's ruining her. "	The East		1	
355	Aneth	Gadun	f	human	Patagonian	Voudoun	Rogue: 3 / Psion (egoist): 5 / Ranger: 2 / Assassin: 3	"Small thin man with dark brown hair and eyes, wears impeccable purple cotton clothes and a flat cap."	"Entnomologist, doctor at the Agarthan University, misanthropic, whiny voice. Obsessive collector. Owes a great favor to Allald Bermoor. Was a war medic in the Patagonian army."	The West		1	
356	Mildga	Pebury	f	human	Paititi	Bushido	Druid: 10	"The womam has pitch-black long hair. She wears threadbare light-green robes with a hood, and walks barefoot. She has three fingers missing in her left hand, and her face is covered in intricate tattoos."	"Potion maker. Can't remember her past. Too generous. Knows she must not investigate her past, but gifted with a sight to the future."	The North		1	
357	Phila	Scusae	f	human	Thinisian	Egyptian	Lurk: 6	"This woman has wild unkempt hair down to her waist. Dark skin, feathered garb. Wears a red garnache."	"Rugs and tapestry merchant. Traces her eyebrows when she thinks. Much older than she looks, was cursed not to grow old. Former military commander for the Thinisian army. Part of her curse is to be unable to bear sunlight. Furious at Tatsuki."	The South		1	
358	Munga	Chada	f	human	Averoignian	Sun	Monk / Psion (egoist)	"Curly hair, richly embroidered white leather garb, a silver ring with a pearl on every finger, elegant equestrian boots and a flat rounded cap."	"Oracle, constantly hums religious hymns and whisltes. A good person, but often distracted. Determined that warlord Paul Larkentor must be stopped. "	The Metropolin		1	
359	Don Juan		m	human	Catai	Voudoun	Fighter	"Elderly but fit man. Each eye a different color. Wears a gold-red silk robe with a cloth belt and sandals, and has a mother-of-pearl pocket watch."	Martial arts trainer. Wise but aloof. Teaches only a select few. Tired. Short-term memory loss. Hermit. Harsh in teaching. 	Key Plot		1	
360	Dhari	Hamma	f	kobold	Thulian	Muslim (Shi'a)	Rogue: 5 / Assassin: 7	The tall man with long blond braids and thick blonde beard wears torn purple leather garb and a dirty white garnache over brigandine armor.	"Bowman and herald (excellent). Chews tobacco (spiked with quickness potion). Bowman, will die for his friends. Wants to atone for his mistake of chasing a cultist and leaving many civilians to die at the hand of the demonologists."	Subplot	Page 44	1	
361	Kawy	Saqqad	f	double kobold	Thuvar	Nord	Rogue	"The bald dark man has a small square black beard. He wears richly embroidered black-green robes, long pointed boots and a silver chain and locket."	"Sorcerer. Arrogant, impatient. Needs the other half of the locket as a magical key and wants to steal it from a noble wo won't sell it."	Adventuring		1	
362	Sancia	Adadils	f	werechicken	Patagonian	Cynic	Spirit shaman: 3	"The womam has a smudge on her cheek, she is wearing a dress covered in paint stains in a dozen colors, cuffed sleeves and a skull cap. "	"Portrait artist. Breathy voice. Bad at social interactions. Loves horses and rides them well. Diseased, turned to fogery, her partner used a forged letter to place the blame on Lusa. "	Nobility		1	
363	Simere	Memphun	m	fish	Catai	Buddhist	Barbarian:8	"Young smallish man with dark oily hair, wearing a tight green gown, a metal ring belt, puffy sleeves, curly shoes, a brimmed hat and glasses."	"Coin collector. Complacent. Loves exquisite food. Boastful, topper. Son of a banished lord. "	The East		1	
